dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
392202,MGPy8EG_A14N23LO_C1N2_WZ_500p0_100p0_3L_2L7,e6777,0.001516494563,0.78383,1.0,10000.0,10265.314082324505,10614.562390653962,Electroweakino WZ+neutralino,MadGraph.2.6.1+Pythia8.230+EvtGen,"['chargino', 'gaugino', 'neutralino', 'susy']","~chi1+/- ~chi20 production, decay via WZ in simplified model, m_C1N2 = 500 GeV, m_N1 = 1000 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID392xxx/MC15.392202.MGPy8EG_A14N23LO_C1N2_WZ_500p0_100p0_3L_2L7.py
394997,MGPy8EG_A14N23LO_SM_N2C1p_105_100_2L2MET75_MadSpin,e6708,0.06024227781,0.20789,1.0,20000.0,30746.782571434975,50720.47421382299,Compressed electroweakino,MadGraph(v.3.5.1)+Pythia8(v.309)+EvtGen(v2.1.1),"['gaugino', 'chargino', 'neutralino']",SUSY Simplified Model with compressed chargino/neutralino production and decays via W/Z with MadGraph/MadSpin/Pythia8/EvtGen,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID394xxx/MC15.394997.MGPy8EG_A14N23LO_SM_N2C1p_105_100_2L2MET75_MadSpin.py
398384,MGPy8EG_A14N23LO_C1N2N1_GGMHinoZh50_800_noFilter,e7808,0.0034614,1.0,1.0,40000.0,40000.0,40000.0,"Higgsino, GGM decays to gravitino",MadGraph(v.2.6.2)+Pythia8(v.230)+EvtGen,"['chargino', 'gravitino', 'neutralino', 'susy']","~hino pair production, decay to gravitino simplified model, m_C1N2 = 50 GeV, m_N1 = 800 GeV",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID398xxx/MC15.398384.MGPy8EG_A14N23LO_C1N2N1_GGMHinoZh50_800_noFilter.py
410081,MadGraphPythia8EvtGen_A14NNPDF23_ttbarWW,e4111,0.0080952,1.0,1.223425939,30000.0,30000.0,30000.0,ttWW,MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['sm', 'top', 'ttvv']",MadGraph_ttbarWW,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410081.MadGraphPythia8EvtGen_A14NNPDF23_ttbarWW.py
410082,MadGraphPythia8EvtGen_A14NNPDF23LO_ttgamma_noallhad,e4404,2.979,1.0,1.47,340000.0,340000.0,340000.0,tt+photon semi/dilep,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'lepton', 'top']","MG5_aMC@NLO+Pythia8 ttbar + gamma non-allhadronic, A14 tune, with EvtGen'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410082.MadGraphPythia8EvtGen_A14NNPDF23LO_ttgamma_noallhad.py
410087,MadGraphPythia8EvtGen_A14NNPDF23LO_ttgamma_allhad,e4404,2.2287,1.0,1.47,199000.0,199000.0,199000.0,tt+photon allhad,MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0),"['SM', 'allHadronic', 'top']","MG5_aMC@NLO+Pythia8 ttbar + gamma allhadronic, A14 tune, with EvtGen'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410087.MadGraphPythia8EvtGen_A14NNPDF23LO_ttgamma_allhad.py
410155,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttW,e5070,0.54822,1.0,1.096,100000.0,54486.1498632431,74269.99889367796,ttW,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['sm', 'ttw']",aMcAtNlo_ttW_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410155.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttW.py
410156,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZnunu,e5070,0.15504,1.0,1.11,110000.0,16890.003273040056,11937.253498608563,"ttZ, Z->nunu",MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['sm', 'ttz']",aMcAtNlo_ttZqq_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410156.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZnunu.py
410157,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZqq,e5070,0.52821,1.0,1.11,150000.0,78235.38632452488,188900.99978747126,"ttZ, Z->qq",MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['sm', 'ttz']",aMcAtNlo_ttZnunu_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410157.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttZqq.py
410218,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttee,e5070,0.036864,1.0,1.12,70000.0,2585.2198036387563,421.94472719772057,tt+ee,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['2lepton', 'sm', 'ttz']",aMcAtNlo_ttee_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410218.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttee.py
410219,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttmumu,e5070,0.036865,1.0,1.12,120000.0,4395.977054469287,723.6055587468422,tt+mumu,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['2lepton', 'sm', 'ttz']",aMcAtNlo_ttmumu_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410219.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_ttmumu.py
410220,aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_tttautau,e5070,0.036555,1.0,1.12,153200.0,5614.763797149062,910.2119364234169,tt+tautau,MadGraph5_aMC@NLO(v2.3.3.p0)+Pythia8(v8.210)+EvtGen(v1.2.0),"['2lepton', 'sm', 'ttz']",aMcAtNlo_tttautau_NLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410220.aMcAtNloPythia8EvtGen_MEN30NLO_A14N23LO_tttautau.py
410389,MadGraphPythia8EvtGen_A14NNPDF23_ttgamma_nonallhadronic,e6155,4.6243,1.0,1.16,490000.0,411.700269265566,0.34596934077934804,tt+photon,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.6.0),"['lepton', 'photon', 'sm', 'top', 'ttv']",MadGraph ttgamma_nonallhadronic,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410389.MadGraphPythia8EvtGen_A14NNPDF23_ttgamma_nonallhadronic.py
410395,MGH7EG_H7UE_ttgamma_nonallhadronic,e6416,4.6236,1.0,1.0,450000.0,2080880.9182243347,9623918.888394007,"tt+photon, 1/2 leptons",MadGraph5_aMC@NLO(v2.3.3.p1)+Herwig7(v7.0.4)+EvtGen(v1.6.0),"['lepton', 'photon', 'sm', 'top', 'ttv']",MadGraph+Herwig704_ttgamma_nonallhadronic parton showering systematics',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410395.MGH7EG_H7UE_ttgamma_nonallhadronic.py
410396,MGH7EG_H7UE_ttgamma_allhadronic,e6472,3.6279,1.0,1.0,300000.0,1087613.736152649,3943109.8337893174,"tt+photon, no leptons",MadGraph5_aMC@NLO(v2.3.3.p1)+Herwig7(v7.0.4)+EvtGen(v1.6.0),"['allhadronic', 'jets', 'photon', 'sm', 'top', 'ttv']",MadGraph+Herwig7_ttgamma_allhadronic parton showering systematics',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410396.MGH7EG_H7UE_ttgamma_allhadronic.py
410408,aMcAtNloPythia8EvtGen_tWZ_Ztoll_minDR1,e6423,0.016071,1.0,1.0,30000.0,486.186367187649,25.635645446031482,tWZ Z->leptons,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0),"['sm', 'top']",MG5aMCatNLO/Pythia8 tWZ minDR1,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410408.aMcAtNloPythia8EvtGen_tWZ_Ztoll_minDR1.py
410470,PhPy8EG_A14_ttbar_hdamp258p75_nonallhad,e6337,729.77,0.5437965,1.139756362,32890000.0,24014984445.816772,17816963736313.004,ttbar,Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),"['SM', 'lepton', 'top', 'ttbar']","POWHEG+Pythia8 ttbar production with Powheg hdamp equal 1.5*top mass, A14 tune, at least one lepton filter, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 410450 LHE files with Shower Weights added '",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410470.PhPy8EG_A14_ttbar_hdamp258p75_nonallhad.py
410471,PhPy8EG_A14_ttbar_hdamp258p75_allhad,e6337,729.77,0.4562069,1.139740744,17371000.0,12684451756.43042,9410150225002.22,ttbar,Powheg+Pythia8(v8.230)+EvtGen(v1.6.0),"['SM', 'lepton', 'top', 'ttbar']","POWHEG+Pythia8 ttbar production with Powheg hdamp equal 1.5*top mass, A14 tune, veto the at least one lepton filter, ME NNPDF30 NLO, A14 NNPDF23 LO from DSID 410450 LHE files with Shower Weights added '",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410471.PhPy8EG_A14_ttbar_hdamp258p75_allhad.py
410560,MadGraphPythia8EvtGen_A14_tZ_4fl_tchan_noAllHad,e5803,0.24041,1.0,1.0,129200.0,5.65213616573601,0.0002472682921567039,t-channel tZ,MadGraph+Pythia8+EvtGen,"['SM', 'lepton', 'singleTop', 'tZ']",MG+Pythia8  single top + Z production with A14 tune',https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410560.MadGraphPythia8EvtGen_A14_tZ_4fl_tchan_noAllHad.py
410644,PowhegPythia8EvtGen_A14_singletop_schan_lept_top,e6527,2.027,1.0,1.017,180000.0,365019.08067941666,742686.2738178828,s-channel single top,Powheg+EvtGen(v1.6.0),"['sChannel', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen single-top-quark s-channel production (top), inclusive, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410644.PowhegPythia8EvtGen_A14_singletop_schan_lept_top.py
410645,PowhegPythia8EvtGen_A14_singletop_schan_lept_antitop,e6527,1.2674,1.0,1.0167,120000.0,152312.88860154152,195374.24900108838,s-channel single anti-top,Powheg+EvtGen(v1.6.0),"['sChannel', 'singleTop', 'top']","POWHEG+Pythia8+EvtGen single-top-quark s-channel production (anti-top), inclusive, A14 tune, ME NNPDF30 NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410645.PowhegPythia8EvtGen_A14_singletop_schan_lept_antitop.py
410658,PhPy8EG_A14_tchan_BW50_lept_top,e6671,36.996,1.0,1.1935,3360000.0,124412662.10998063,4978964942.567033,t-channel single top,Powheg+Pythia8.230+EvtGen,"['SM', 'lepton', 'top']","POWHEG+Pythia8+EvtGen single-top-quark t-channel (2->3) production (top),MadSpin, A14 tune, ME NNPDF3.04f NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410658.PhPy8EG_A14_tchan_BW50_lept_top.py
410659,PhPy8EG_A14_tchan_BW50_lept_antitop,e6671,22.173,1.0,1.1849,2000000.0,44399910.88976225,1041649129.1719428,t-channel single top,Powheg+Pythia8.230+EvtGen,"['SM', 'lepton', 'top']","POWHEG+Pythia8+EvtGen single-top-quark t-channel (2->3) production (top),MadSpin, A14 tune, ME NNPDF3.04f NLO, A14 NNPDF23 LO'",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID410xxx/MC15.410659.PhPy8EG_A14_tchan_BW50_lept_antitop.py
411233,PowhegHerwig7EvtGen_tt_hdamp258p75_713_SingleLep,e7580,730.15,0.4384847,1.0,6509000.0,4753029982.556152,3525981849268.7217,ttbar single lep,Powheg+Herwig7.7.1.3+EvtGen.1.6.0,"['SM', 'lepton', 'top', 'ttbar']","PowhegBox+Herwig7 7.1 ttbar production with Powheg hdamp equal top mass, H7.1-Default tune, exactly one lepton filter, with EvtGen",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID411xxx/MC15.411233.PowhegHerwig7EvtGen_tt_hdamp258p75_713_SingleLep.py
411234,PowhegHerwig7EvtGen_tt_hdamp258p75_713_dil,e7580,730.15,0.1053784,1.0,3295000.0,2406006264.172119,1784983843618.049,ttbar dilep,Powheg+Herwig7.7.1.3+EvtGen.1.6.0,"['SM', 'lepton', 'top', 'ttbar']","PowhegBox+Herwig7 7.1 ttbar production with Powheg hdamp equal top mass, H7.1-Default tune, exactly two leptons filter, with EvtGen",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID411xxx/MC15.411234.PowhegHerwig7EvtGen_tt_hdamp258p75_713_dil.py
411316,PowhegHerwig7EvtGen_tt_hdamp258p75_713_allhad,e7765,730.14,0.4561504,1.0,24182000.0,17656882813.30188,13100240490984.008,ttbar no leptons,Powheg+Herwig7.7.1.3+EvtGen.1.6.0,"['SM', 'lepton', 'top', 'ttbar']","PowhegBox+Herwig7 7.1 ttbar production with Powheg hdamp equal top mass, H7.1-Default tune, zero lepton filter, with EvtGen",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID411xxx/MC15.411316.PowhegHerwig7EvtGen_tt_hdamp258p75_713_allhad.py
412043,aMcAtNloPythia8EvtGen_A14NNPDF31_SM4topsNLO,e7101,0.010673,1.0,1.1267,160000.0,1705.092572228983,148.21726402934013,tttt,aMcAtNlo+Pythia8(v.230)+EvtGen,"['4top', 'nlo', 'sm', 'top']",aMcAtNlo_SM4topsNLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID412xxx/MC15.412043.aMcAtNloPythia8EvtGen_A14NNPDF31_SM4topsNLO.py
412044,aMcAtNloHerwig7EvtGen_H7UE_SM4topsNLO,e7102,0.010689,1.0,1.1183,160000.0,1716.8262832909822,96.36576008936854,tttt,aMcAtNlo+Herwig7+EvtGen(v.1.6.0),"['4top', 'nlo', 'sm', 'top']",aMcAtNlo_SM4topsNLO,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID412xxx/MC15.412044.aMcAtNloHerwig7EvtGen_H7UE_SM4topsNLO.py
423099,Pythia8EvtGen_A14NNPDF23LO_gammajet_DP8_17,e4453,172340000000.0,3.21e-05,1.0,2996000.0,2996000.0,2996000.0,QCD direct photon production,Pythia8(v8.186)+EvtGen(v1.2.0),"['QCD', 'egamma', 'jets', 'performance', 'photon']","Pythia8 gammajet sample. jetjet, gamma+jet events with at least one hard process or parton shower photon with 8 < pT < 17 (GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID423xxx/MC15.423099.Pythia8EvtGen_A14NNPDF23LO_gammajet_DP8_17.py
